"","S","b","AR","e","K","Cd0","Clmax","Clflaps","Clhls","m","W","WS","P0eng","P0"
"1",15.11,18,21.4427531436135,0.9,0.0164940410844893,0.02,1.7,0.8,1.2,6800,66684.2,4413.24950363997,260000,520000
