"","S","b","AR","e","K","Cd0","Clmax","Clflaps","Clhls","m","W","WS","P0eng","P0","ClG","Cd0G","hground"
"1",18,20.3469899493758,23,0.9,0.0153772891876227,0.02,1.7,1.2,1.2,7500,73548.75,4086.04166666667,375000,750000,0.25,0.035,2
