"","S","b","AR","e","K","Cd0","Clmax","Clflaps","Clhls","m","W","WS","P0eng","P0"
"1",54.4,25.9,12.3310661764706,0.8,0.0323485656690844,0.02,1.2,0.8,1.2,15806,155001.539,2849.26470588235,1530000,3060000
