"","S","b","AR","e","K","Cd0","Clmax","Clflaps","Clhls","m","W","WS","P0eng","P0"
"1",54.4,25.9,12.33,0.8,0.0323,0.02,1.5,0.8,1.2,15806,155000,2850,1530000,3060000
